"R_Med_Tests","Units","Min","First_Q","Median","Mean","Third_Q","Max","Total_Data_Points","Num_Outlier","Outlier_Per"
"US KIDNEY BILATERAL W/ DOPPLER","",NA,NA,NA,NA,NA,NA,0,0,NA
"CORE MISC NORMAL RANGE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA TOMO DIAGNOSTIC LEFT W/CAD","",NA,NA,NA,NA,NA,NA,0,0,NA
"US PORT DPLR PELVIS CMPLT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT RENAL COLIC ABD LTD WO CON","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY KNEE 4 VIEWS LEFT ORTHO COMBO","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CTA HEAD W C","",NA,NA,NA,NA,NA,NA,0,0,NA
"MOLD MIX IGE","IgE(kU/L)",NA,NA,NA,NA,NA,NA,0,0,NA
"NM LYMPH DRAINAGE SENT NODE","",NA,NA,NA,NA,NA,NA,0,0,NA
"HAND 3 VIEWS BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT SINUSES PARANASAL WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CTA CHEST W OH","",NA,NA,NA,NA,NA,NA,0,0,NA
"COLON BARIUM ENEMA W AIR","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM LUNG QUANT DIFF FUNCTION","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT BODY PLC RAD THERAPY FIELD","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA PREOP PLC LOC WIRE EACH AD","",NA,NA,NA,NA,NA,NA,0,0,NA
"US DOPPLER ABDOMEN LTD","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEPATITIS A AB-IGM, SERUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM THYROID CA METS IMG WH BDY","",NA,NA,NA,NA,NA,NA,0,0,NA
"US KIDNEY BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANKLE 2 VIEWS BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"US FLUID ASPIRATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM LYMPHATCS DRAINAGE MAPING","",NA,NA,NA,NA,NA,NA,0,0,NA
"US DOPPLER CAROTID BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"KETONES, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"BLASTOMYCES","Titer",NA,NA,NA,NA,NA,NA,0,0,NA
"WRIST 2 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"OCCULT BLOOD, FECES, #1","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT ABD LIMITED W/PRIOR CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM BONE IMG SPECT","",NA,NA,NA,NA,NA,NA,0,0,NA
"KOH","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA MAMMO SCREEN BILAT IMPLANT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CATE PF INTERPRETATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"US DOPPLER SCROTUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"US PORT KIDNEY BILAT LTD","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA BX PERC NEEDLE CORE BRST R","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB VENOUS DUPLEX UPPER EXTREMITY RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"EMBOLIZATION NON-NEURO","",NA,NA,NA,NA,NA,NA,0,0,NA
"ESOPHAGUS, W/BARIUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRI CAD","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORTABLE ABD TUBE OR CATH EVAL W/O CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"PARAINFLUENZA 3 PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"SYMPTOMS","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA DIG MAMMO SCREEN LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"SHOULDER 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US KIDNEY TRANSPLANT","",NA,NA,NA,NA,NA,NA,0,0,NA
"INFLUENZA A SUBTYPE H1 PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE THORACIC 1 VIEW","",NA,NA,NA,NA,NA,NA,0,0,NA
"ADENOVIRUS PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB HEMODIALYSIS GRAFT DUPLEX RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"LYMPHATIC DRAIN FOR MELANOMAS","",NA,NA,NA,NA,NA,NA,0,0,NA
"OPIATES, URINE(UDN)","",NA,NA,NA,NA,NA,NA,0,0,NA
"RAPID FLU A ANTIGEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT RENAL COLIC PELVIS WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US ABDOMEN COMP W/ DOPPLER","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT NECK SOFT TISS WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"ABN PROTEIN BAND 1 (SPE)","",NA,NA,NA,NA,NA,NA,0,0,NA
"IMMUNOFIXATION, SERUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"MICAFUNGIN MIC","ug/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"HAND 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CEFTRIAXONE","",NA,NA,NA,NA,NA,NA,0,0,NA
"NEPHR BI W/RENAL PELVIS DRAIN","",NA,NA,NA,NA,NA,NA,0,0,NA
"A. FLAVUS (GR#2)","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"PET MELANOMA INITIAL ATTEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"CANDIDA SPECIES DNA PROBE","",NA,NA,NA,NA,NA,NA,0,0,NA
"FOREARM, 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"US PREG UTERUS FETL DETAIL LTD","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CRYO ABLATION RENAL BILAT W/ GUIDE","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT SINUS LANDMARX PROTOCOL WO","",NA,NA,NA,NA,NA,NA,0,0,NA
"US DOPPLER PELVIS LTD","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT BIOPSY RENAL LEFT W/NEEDLE PLCMT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR SHOULDER LT WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORT SHOULDER 3+ VWS LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ECHOGRAM, NECK","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR CARDIAC COMPREHENSIVE W/WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM KIDNEY FNCT NON-IMG RADOST","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BIOPSY FNA BREAST LT W/ US & GUIDANCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"PET MELANOMA DX ATTEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"TIBIA AND FIBULA 2 VIEWS RT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT FEMUR BILAT W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"PET LYMPHOMA RESTAGE ATTEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"HIV QUANT INTERPRETATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"LEGIONELLA PNEUMOPHILA BY PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT RADIOFREQNCY ABLATION LIVER W/GUIDANCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"ICTOTEST","",NA,NA,NA,NA,NA,NA,0,0,NA
"E. COLI SHIGATOXIN 2","",NA,NA,NA,NA,NA,NA,0,0,NA
"REVIEWED BY","",NA,NA,NA,NA,NA,NA,0,0,NA
"CODEINE-GLUCURONIDE CONFIRM","ng/ml",NA,NA,NA,NA,NA,NA,0,0,NA
"MA TOMO SCREEN BILAT W/CAD","",NA,NA,NA,NA,NA,NA,0,0,NA
"LAST DOSE","",NA,NA,NA,NA,NA,NA,0,0,NA
"A. VERSICOL(GR#1)","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"NM CARD BLD POOL GTD RVG MULT","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB VENOUS DUPLEX UPPER EXTREMITY LTD BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"CENTROMERE AB","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT RENAL COLIC STONE WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT ABD GENERAL W/PRIOR CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"BMF REPORT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BIOPSY BREAST NEEDLE CORE LT W/ US, GUIDE & CLIP","",NA,NA,NA,NA,NA,NA,0,0,NA
"HAND 3 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"US SCROTUM & CONTENTS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT OTHER STUDIES","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR KNEE RT WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ABD TUBE OR CATH EVAL FLUORO","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE, LUMBOSACRAL, 4 VIEW","",NA,NA,NA,NA,NA,NA,0,0,NA
"URINE, MICROSCOPIC","",NA,NA,NA,NA,NA,NA,0,0,NA
"T CELL QUANT, INTERP","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT LOWER EXTREMITY RIGHT WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"MICROSPORIDIA EXAM","",NA,NA,NA,NA,NA,NA,0,0,NA
"OCCULT BLD FIT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US LOWER EXT NON-VASULAR LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"EVEROLIMUS LEVEL","",NA,NA,NA,NA,NA,NA,0,0,NA
"IGE SINGLE ANTIGEN, SERUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"INJ PROC VISUAL ILEAL CONDUIT","",NA,NA,NA,NA,NA,NA,0,0,NA
"Q-FEVER AB PHASE 2","TITER",NA,NA,NA,NA,NA,NA,0,0,NA
"CT LARYNX WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"LEGIONELLA AG","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB ARTERY DUPLEX LOWER EXTREMITY BILATERAL COMPLETE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA TOMO DIAGNOSTIC RIGHT W/CAD","",NA,NA,NA,NA,NA,NA,0,0,NA
"ASPERGILLUS","Titer",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORT WRIST 3 VWS LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"SSB AB","",NA,NA,NA,NA,NA,NA,0,0,NA
"FLUOROSCOPY, INDEPENDENT PORT.","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE VENOUS DUPLEX UPPER EXTREMITY BILATERAL COMPLETE","",NA,NA,NA,NA,NA,NA,0,0,NA
"KNEE, 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"ACANTHAMOEBA","",NA,NA,NA,NA,NA,NA,0,0,NA
"PELVIS 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"FOUNDATION MEDICINE TESTING","",NA,NA,NA,NA,NA,NA,0,0,NA
"METAPNEUMOVIRUS PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"BILATERAL HUMERUS 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CSF CLARITY 1","",NA,NA,NA,NA,NA,NA,0,0,NA
"FLU A","",NA,NA,NA,NA,NA,NA,0,0,NA
"AUTOPSY, PROVISIONAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"IGE REF RANGE","",NA,NA,NA,NA,NA,NA,0,0,NA
"US PREG UTERUS FETAL DETAIL","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR CHOLANGIOGRAPHY WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB TOES, DIGITS BILATEAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"US THY CLINIC, THYROID FNA W/US & GUIDANCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT ENTEROGRAPHY ABDOMEN AND PELVIS WITH CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"PARAINFLUENZA 2 PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT ABDOMEN, GENERAL, DOUBLE","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE, LUMBOSACRAL, 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"ABDOMEN, 3 VIEWS, W/DECUBITIS","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR HIP LT WWO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRI L SPINE LMT W/PRIOR CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR SINUSES WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CHEST W/ LIVER SURVEY","",NA,NA,NA,NA,NA,NA,0,0,NA
"SYNOVIAL FLUID SOURCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"LEUKOCYTES, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"CLOTEST 1 HR READING","",NA,NA,NA,NA,NA,NA,0,0,NA
"CYCLOSPORA","",NA,NA,NA,NA,NA,NA,0,0,NA
"US PORT BLADDER","",NA,NA,NA,NA,NA,NA,0,0,NA
"PT EVAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"ECHOGRAM, PREG FETAL AGE ROUT.","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTI-DNA ANTIBODY","",NA,NA,NA,NA,NA,NA,0,0,NA
"EOSINOPHILS %(CSF)","%",NA,NA,NA,NA,NA,NA,0,0,NA
"CT BIOPSY MUSCLE W/NEEDLE PLCMT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANABASINE, URINE","ng/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"HIPS BILAT 2 VIEWS W AP PELV","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTERP - CARNITINE PLASMA","",NA,NA,NA,NA,NA,NA,0,0,NA
"FEMUR 2 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PET OVARIAN CA RESTAGE ATTEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"TEAR DROP CELLS","",NA,NA,NA,NA,NA,NA,0,0,NA
"HOMOCYSTINE PLASMA","umol/L",NA,NA,NA,NA,NA,NA,0,0,NA
"ORBITS, 3 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"TRICHOMONAS VAGINALIS DNA PROBE","",NA,NA,NA,NA,NA,NA,0,0,NA
"FOOT 1 VIEW RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"3-OH-COTININE, URINE","ng/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"HIV RAPID TEST","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTERP ORGANIC ACID UR","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM MYOCARD PRF ECT S/RS PHARM","",NA,NA,NA,NA,NA,NA,0,0,NA
"RENAL, CAPTOPRIL STRESS TEST","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY KNEE 4 VIEWS RIGHT ORTHO COMBO","",NA,NA,NA,NA,NA,NA,0,0,NA
"FINGER 3 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTI-DNA AB, QUANT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ECHOGRAM, PELVIC MASS EXAM","",NA,NA,NA,NA,NA,NA,0,0,NA
"MYELOGRAM CERVICAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEPARIN PLT AB LUMI AGG","",NA,NA,NA,NA,NA,NA,0,0,NA
"TPU/CRU FINAL","mg/mg",NA,NA,NA,NA,NA,NA,0,0,NA
"PIC LINE CHECK RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"FOREARM 2 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"GRASS MIX IGE","IgE(kU/L)",NA,NA,NA,NA,NA,NA,0,0,NA
"RETIC PLATELETS SUMMARY","",NA,NA,NA,NA,NA,NA,0,0,NA
"HERPES SIMPLEX VIRUS BY PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"HHV6 PCR QUANT","DNA copies/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"US PREG UTERUS <14 WKS COMP","",NA,NA,NA,NA,NA,NA,0,0,NA
"LENSES","",NA,NA,NA,NA,NA,NA,0,0,NA
"TARGET CELLS","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM LUNG QUANT DIFF PERF AND VENT INCL IMAGING","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE MESENTERIC & CELIAC DUPLEX","",NA,NA,NA,NA,NA,NA,0,0,NA
"FLUOROSCOPY > 1 HOUR","",NA,NA,NA,NA,NA,NA,0,0,NA
"US ASPIRATION BREAST LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"BILIRUBIN, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRI T SPINE WO/W CONTRAST UH","",NA,NA,NA,NA,NA,NA,0,0,NA
"ELBOW 2 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM MYOCARD PRF ECT S/RST EXER","",NA,NA,NA,NA,NA,NA,0,0,NA
"FACTOR V LEIDEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT LOWER EXTREMITY LEFT W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM THYROID RX METS CARCINOMA","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTI-B2GPI IGG","U/ml",NA,NA,NA,NA,NA,NA,0,0,NA
"B. PARAPERTUSSIS PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTI-NUCLEAR AB(ANA), IGG BY ELISA","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT BX LUNG PERC","",NA,NA,NA,NA,NA,NA,0,0,NA
"SACRUM AND COCCYX 1 VIEW","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CTA LOW EXT BILA WWO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"FEET 3 VIEWS BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"CORE MISC TEST NAME","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CHEST EXPIRATORY","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORT HEEL 2 VWS LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"VACUOLATED NEUTS","",NA,NA,NA,NA,NA,NA,0,0,NA
"GASTROSTOMY TUBE PLACE, FLUORO","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTICARDIOLIPIN IGG","GPL-U/ml",NA,NA,NA,NA,NA,NA,0,0,NA
"HSV-2 QUAL PCR, SWAB","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTICARDIOLIPIN IGM","MPL-U/ml",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY ABD TUBE OR CATH EVAL W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"NEUTROPHIL CYTOPLASMIC AB, IGG","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM TUMOR LOCAL SPECT CHEST","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BREAST RT PREOP LOCALIZATION W/ US, GUIDE & MAMM","",NA,NA,NA,NA,NA,NA,0,0,NA
"A. TERREUS","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"US 3D RENDERING W INTERPRETATION AND REPORTING","",NA,NA,NA,NA,NA,NA,0,0,NA
"US DOPPLER PELVIS COMP","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM KIDNEY FLOW&FXN W/WO PHRM","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORT FOREARM 2 VWS LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ROTAVIRUS","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR NECK WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"EBV PCR QUANT SPECIMEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"CASPOFUNGIN MIC","ug/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"HUMERUS, 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"RSV PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY CYSTOGRAM WITH FLUORO W/INJECTION","",NA,NA,NA,NA,NA,NA,0,0,NA
"BRONCHOGRAPHY LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"GROSHONG CATHERTER PLACEMENT","",NA,NA,NA,NA,NA,NA,0,0,NA
"HOWELL JOLLY BODIES","",NA,NA,NA,NA,NA,NA,0,0,NA
"PET LUNG INITIAL ATTEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE ARTERY DUPLEX UPPER EXTRIMITY RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"HUMERUS 1 VIEW LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORTABLE HIP DURING OPERATION LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PET WHOLE BODY","",NA,NA,NA,NA,NA,NA,0,0,NA
"COCKELBUR IGE","IgE(kU/L)",NA,NA,NA,NA,NA,NA,0,0,NA
"MISC. VIRAL PRELIM 1","",NA,NA,NA,NA,NA,NA,0,0,NA
"MICROMONOSPORA FAENI","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"A. FUMIGATUS(GR #2)","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"UPE REVIEWED BY","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRI C SPINE WO/W CONTRAST UH","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT ABDOMEN W CONTRAST LTD","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRI BRAIN, 3 SDQ, W/CONT, UH","",NA,NA,NA,NA,NA,NA,0,0,NA
"PC PELVIS W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR BREAST WWO CONTRAST BILAT","",NA,NA,NA,NA,NA,NA,0,0,NA
"HYPHAE","",NA,NA,NA,NA,NA,NA,0,0,NA
"CATHERTER REMOVAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"PCP URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"T. BIPOLARIS","lines/intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"CT BRAIN, DOUBLE STUDY","",NA,NA,NA,NA,NA,NA,0,0,NA
"RED CELL AG PT TYPING","",NA,NA,NA,NA,NA,NA,0,0,NA
"BIOPSY, LIVER, TRANSJUGULAR","",NA,NA,NA,NA,NA,NA,0,0,NA
"RESPIRATORY DFA SCREEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE THORACIC 2 VWS + SWIMR","",NA,NA,NA,NA,NA,NA,0,0,NA
"PET COLON CA RESTAGE ATTEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR RT STEREO BRAIN 3T","",NA,NA,NA,NA,NA,NA,0,0,NA
"BCR/ABL PREVIOUS SOURCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"US DOPPLER LOWER EXT LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ELBOW 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT RECON SAGITL, CORONL OR 3D","",NA,NA,NA,NA,NA,NA,0,0,NA
"VZ FINAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTI-IGG","",NA,NA,NA,NA,NA,NA,0,0,NA
"ZIEHL-NEILSEN SMEAR","",NA,NA,NA,NA,NA,NA,0,0,NA
"BENZODIAZEPINES, URINE POC","",NA,NA,NA,NA,NA,NA,0,0,NA
"A. FUMIGATUS (B2)","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"VOLUME - GASTRIC","mL",NA,NA,NA,NA,NA,NA,0,0,NA
"MR FACE WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR KNEES BILAT WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PET BREAST INITIAL DX ATTEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"IVC FILTER PLACEMENT","",NA,NA,NA,NA,NA,NA,0,0,NA
"QC ENTER 'PASS' OR 'FAIL', URINE DRUG SCREEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"COCAINE UR, CONFIRM","",NA,NA,NA,NA,NA,NA,0,0,NA
"SHOULDER, 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"COMPLETE RBC PHENOTYPE","",NA,NA,NA,NA,NA,NA,0,0,NA
"ADDITIONAL CELLS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CHEST FEED TUBE EVAL XRAY","",NA,NA,NA,NA,NA,NA,0,0,NA
"PLATELET PRODUCT SCREEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"XRAY CHEST PICC LINE CHECK","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CHEST PLC RAD THERAPY FIELD","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT LARYNX W/PRIOR CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"A. FUMIGATUS PPT (GREER #6)","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"PET HEAD/NECK RESTAGE ATTEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT LARYNX W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORTABLE TIBIA & FIBULA 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"EBV NA IGG INDEX","",NA,NA,NA,NA,NA,NA,0,0,NA
"HIV QUANT SPECIMEN TYPE","",NA,NA,NA,NA,NA,NA,0,0,NA
"VDRL, CSF","",NA,NA,NA,NA,NA,NA,0,0,NA
"HIV-1 GENOTYPE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR SHOULDER RT WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"DELTA 9 THC CONFIRM","ng/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"2 VIEW RVG, LIMITED","",NA,NA,NA,NA,NA,NA,0,0,NA
"ALTERNARIA #2","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"OPIATES, URINE POC","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT RECONSTRUCTION CORONAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"PIGWEED, ROUGH IGE","IgE(kU/L)",NA,NA,NA,NA,NA,NA,0,0,NA
"MR 5TH NERVE BRAIN WWO C","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BX BREAST NEEDLE CORE LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT NECK OTHER MASS W C","",NA,NA,NA,NA,NA,NA,0,0,NA
"UPPER GI, W/SBFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US CHEST","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR LUMBAR SPINE W CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
